,Unnamed: 0,Stn Id,Stn Name,CIMIS Region,Date,Day of Meas,Jul,Eto,qc,Precip (mm),qc.1,Sol Rad (W/sq.m),qc.2,Net Rad (W/sq.m),qc.3,Avg Vap Pres (kPa),qc.4,Max Air Temp (C),qc.5,Min Air Temp (C),qc.6,Avg Air Temp (C),qc.7,Max Rel Hum (%),qc.8,Min Rel Hum (%),qc.9,Avg Rel Hum (%),qc.10,Dew Point (C),qc.11,Avg Wind Speed (m/s),qc.12,Wind Run (km),qc.13,Avg Soil Temp (C),qc.14,PM ETo (mm),qc.15,Latitude,Longitude,Elevation,Plag1,Plag2,P_post1,P_post2,day,month,year,doy,dr,delta,omega,Rext,Rso,es_Tmax,es_Tmin,es,VPD,TmaxK,TminK,Rnl_out,Rnet_FAO,TmeanFAOC,del,P,gamma,PM_ETo_Calc,PT_ETo,Rnet_SdB,ETo_SdB,ETo_Ensemble,Bias_ETPM,Bias_ETPT,Bias_ETSdB,Bias_ETCIMIS
8565,8565,90,Alturas,Northeast Plateau,6/14/2020,342,166,153.144, ,0, ,324, ,176, ,0.8, ,20.2, ,5.3, ,12.9, ,92, ,35, ,57, ,4.6, ,1.8, ,157.2, ,14.8, ,142.3672, ,41.438214,-120.480308,4405,1.9,0,1.9,1.9,14,6,2020,166,0.968335651,0.406760867,1.960612694,484.7676902,376.5931762,2.367387698,0.890747869,1.629067783,0.829067783,293.36,278.46,66.30728552,183.1727145,12.75,0.09657269,86.40394875,0.057458626,133.954975,144.7026982,175.9602487,130.3214268,140.530775,-0.046792598,0.029686901,-0.072648487,0.089754184
8566,8566,90,Alturas,Northeast Plateau,6/15/2020,343,167,65.5116, ,0.6, ,124, ,57, ,0.9, ,15.7, ,8.8, ,12.4, ,91, ,47, ,64, ,5.8, ,2.4, ,210.6, ,14.9, ,67.7804, ,41.438214,-120.480308,4405,0,1.9,0.6,2.5,15,6,2020,167,0.968180447,0.407435965,1.96137636,484.9507612,376.7353955,1.783735831,1.132640781,1.458188306,0.558188306,288.86,281.96,7.361068496,88.1189315,12.25,0.093827808,86.40394875,0.057458626,76.46544791,68.8606871,67.35343316,61.77258216,68.15257929,0.12197438,0.010390037,-0.093613436,-0.038750981
8567,8567,90,Alturas,Northeast Plateau,6/16/2020,344,168,127.9036, ,0.2, ,280, ,155, ,0.8, ,15.6, ,1.8, ,8.9, ,93, ,38, ,66, ,2.9, ,2.5, ,218.6, ,14.6, ,109.7532, ,41.438214,-120.480308,4405,0.6,0,0.8,0.8,16,6,2020,168,0.968034661,0.407990454,1.962004106,485.0918404,376.8449933,1.772347472,0.695605104,1.233976288,0.433976288,288.76,274.96,50.37986823,165.2201318,8.7,0.076182298,86.40394875,0.057458626,99.91051162,118.671958,152.1068685,106.7088496,113.2987298,-0.118167416,0.047425317,-0.058163761,0.12890586
8570,8570,90,Alturas,Northeast Plateau,6/19/2020,345,171,187.7432, ,0, ,377, ,202, ,0.9, ,29, ,4.3, ,17.7, ,91, ,21, ,45, ,5.5, ,1.2, ,106.1, ,16.2, ,179.8024, ,41.438214,-120.480308,4405,0.2,0.6,0.2,0.8,19,6,2020,171,0.967654239,0.408928801,1.963067479,485.2632834,376.9781793,4.0056776,0.830594128,2.418135864,1.518135864,302.16,277.46,83.78491299,206.505087,16.65,0.120426655,86.40394875,0.057458626,169.3050669,176.1505118,204.8312369,158.6688127,172.9668979,-0.021170704,0.018405915,-0.082663708,0.085428497
8571,8571,90,Alturas,Northeast Plateau,6/20/2020,346,172,199.938, ,0, ,360, ,195, ,1.1, ,27.9, ,9.2, ,19, ,91, ,25, ,48, ,7.8, ,2, ,171.8, ,17.5, ,194.5496, ,41.438214,-120.480308,4405,0,0.2,0,0.2,20,6,2020,172,0.967546534,0.408999568,1.963147729,485.2365696,376.9574266,3.757977111,1.163664563,2.460820837,1.360820837,301.06,282.36,74.95683179,202.2431682,18.55,0.133750389,86.40394875,0.057458626,176.8849335,178.2506388,195.5903224,156.8151063,177.9721697,-0.006109023,0.001564678,-0.118878493,0.123422838
8574,8574,90,Alturas,Northeast Plateau,6/23/2020,347,175,209.864, ,2.8, ,364, ,203, ,1.2, ,33.3, ,8.7, ,22.6, ,84, ,27, ,45, ,10, ,1.8, ,157.1, ,19.4, ,205.8936, ,41.438214,-120.480308,4405,0,0,2.8,2.8,23,6,2020,175,0.967281175,0.408485528,1.962564977,484.9052349,376.7000283,5.115413295,1.124999495,3.120206395,1.920206395,306.46,281.86,76.42768341,203.8523166,21,0.15275656,86.40394875,0.057458626,197.1342063,186.6474151,197.7071649,163.6673866,189.328252,0.041229738,-0.01415973,-0.135536377,0.108466369
8578,8578,90,Alturas,Northeast Plateau,6/27/2020,348,179,210.1476, ,0, ,351, ,193, ,1.1, ,28.7, ,10.6, ,20.1, ,88, ,22, ,45, ,7.8, ,2.5, ,216.4, ,21.4, ,203.9084, ,41.438214,-120.480308,4405,2.8,0,2.8,2.8,27,6,2020,179,0.967063022,0.406108244,1.959875103,483.8787292,375.9025843,3.936753503,1.278215907,2.607484705,1.507484705,301.86,283.76,73.73668598,196.533314,19.65,0.142019907,86.40394875,0.057458626,188.4286921,176.3030319,190.4772799,155.6114123,182.6226841,0.03179237,-0.034604968,-0.147907539,0.150720137
8579,8579,90,Alturas,Northeast Plateau,6/28/2020,349,180,170.16, ,0, ,332, ,169, ,0.7, ,17.8,Y,4.8, ,12.3, ,71, ,31, ,51, ,2.4, ,3.2,Y,277.9,Y,20.4, ,148.89, ,41.438214,-120.480308,4405,0,2.8,0,2.8,28,6,2020,180,0.967032825,0.405212852,1.958864171,483.5179863,375.6223402,2.038176335,0.860207413,1.449191874,0.749191874,290.96,277.96,69.99141649,185.6485835,11.3,0.088795284,86.40394875,0.057458626,138.1783158,142.0183953,180.1102348,129.3505088,144.926805,-0.04656481,-0.020068128,-0.107476986,0.174109924
8580,8580,90,Alturas,Northeast Plateau,6/29/2020,350,181,136.128, ,0, ,293, ,153, ,0.8, ,21, ,1.6, ,12.1, ,90, ,34, ,56, ,3.6, ,1.8, ,154.9, ,18.9, ,129.6052, ,41.438214,-120.480308,4405,0,0,0,0,29,6,2020,181,0.967012388,0.404197509,1.957719253,483.1157017,375.3098242,2.487005397,0.685695074,1.586350236,0.786350236,294.16,274.76,56.52515697,169.084843,11.3,0.088795284,86.40394875,0.057458626,122.982728,129.347381,158.8972024,116.4714191,126.232382,-0.025743427,0.024676703,-0.077325348,0.078392072
8583,8583,90,Alturas,Northeast Plateau,7/2/2020,351,184,185.4744, ,0, ,371, ,202, ,0.8, ,27.4, ,0.3, ,15.2, ,85, ,21, ,45, ,3.4, ,1.5, ,133.6, ,18.9, ,176.9664, ,41.438214,-120.480308,4405,0,0,0,0,2,7,2020,184,0.967009675,0.400434952,1.953489789,481.6601954,374.17911,3.64986766,0.624265107,2.137066383,1.337066383,300.56,273.46,82.78611166,202.8838883,13.85,0.102852943,86.40394875,0.057458626,164.0976203,164.0098619,200.9422181,148.9208173,165.6256749,-0.009225952,-0.009755812,-0.100859107,0.119840871
8597,8597,90,Alturas,Northeast Plateau,7/16/2020,352,198,207.3116, ,0, ,356, ,185, ,0.8, ,34.8, ,6.2, ,22, ,73, ,11, ,31, ,4.1, ,1.8, ,154.9, ,19.9, ,210.7148, ,41.438214,-120.480308,4405,0,0,0,0,16,7,2020,198,0.968152745,0.369011171,1.918937732,469.9907207,365.1136449,5.560824442,0.948136544,3.254480493,2.454480493,307.96,279.36,88.76424492,185.3557551,20.5,0.148702694,86.40394875,0.057458626,205.6623766,168.456693,190.799206,157.6221106,184.763195,0.113113337,-0.088256225,-0.146896596,0.122039484
8599,8599,90,Alturas,Northeast Plateau,7/18/2020,353,200,204.7592, ,0, ,360, ,182, ,0.9, ,34.3, ,7.4, ,22.2, ,78, ,14, ,34, ,5.6, ,1.9, ,164.6, ,20.3, ,213.2672, ,41.438214,-120.480308,4405,0,0,0,0,18,7,2020,200,0.968469055,0.362724329,1.91218006,467.6775281,363.3166346,5.408757769,1.029711114,3.219234442,2.319234442,307.46,280.56,87.79196685,189.4080331,20.85,0.151530708,86.40394875,0.057458626,205.9497925,173.0395871,192.5262716,159.5939291,185.8356272,0.108236325,-0.068856765,-0.141209188,0.101829628
8601,8601,90,Alturas,Northeast Plateau,7/20/2020,354,202,209.0132, ,0, ,354, ,184, ,0.9, ,35.5, ,9.1, ,23.1, ,76, ,12, ,31, ,5, ,1.9, ,161.4, ,20.7, ,213.8344, ,41.438214,-120.480308,4405,0,0,0,0,20,7,2020,202,0.968822698,0.356008023,1.905014023,465.2056126,361.3963199,5.779940142,1.155839355,3.467889749,2.567889749,308.66,282.26,88.09863467,184.4813653,22.3,0.163736247,86.40394875,0.057458626,210.7089967,172.0651132,188.875077,159.811994,187.899826,0.121390058,-0.084272099,-0.149483012,0.112365054
8602,8602,90,Alturas,Northeast Plateau,7/21/2020,355,203,185.1908, ,0, ,269, ,145, ,0.9, ,35.3, ,9.1, ,23.5, ,75, ,13, ,31, ,5.4, ,2.4, ,211, ,20.7, ,182.6384, ,41.438214,-120.480308,4405,0,0,0,0,21,7,2020,203,0.96901339,0.352491286,1.901283192,463.9104845,360.3901959,5.716584973,1.155839355,3.436212164,2.536212164,308.46,282.26,59.49424085,147.6357592,22.2,0.162868646,86.40394875,0.057458626,203.1288957,137.509067,143.346143,125.9632428,162.9480014,0.246587218,-0.156116885,-0.226972766,0.136502433
8603,8603,90,Alturas,Northeast Plateau,7/22/2020,356,204,144.9196, ,0, ,227, ,125, ,1.1, ,32.5, ,11.3, ,20.9, ,75, ,19, ,46, ,8.9, ,2.1, ,180.8, ,20.7, ,141.8, ,41.438214,-120.480308,4405,0,0,0,0,22,7,2020,204,0.969213254,0.348870204,1.8974567,462.5761081,359.3535818,4.89077893,1.339122159,3.114950545,2.014950545,305.66,284.46,42.06465096,132.725349,21.9,0.160289101,86.40394875,0.057458626,163.5092488,123.1047425,120.8096937,108.9307892,135.1160951,0.210138945,-0.088896534,-0.19379857,0.072556159
8604,8604,90,Alturas,Northeast Plateau,7/23/2020,357,205,167.324, ,0, ,288, ,161, ,1.1, ,30.5, ,8.1, ,19.3, ,90, ,21, ,49, ,8.3, ,1.8, ,155.5, ,20.2, ,161.0848, ,41.438214,-120.480308,4405,0,0,0,0,23,7,2020,205,0.969422232,0.345145849,1.893536723,461.2026401,358.2865993,4.366279321,1.080097127,2.723188224,1.623188224,303.66,281.26,59.42955033,162.3304497,19.3,0.139343021,86.40394875,0.057458626,160.6818775,144.8194957,153.0700203,128.3793729,150.3011865,0.069065928,-0.036471374,-0.145852565,0.113258011
8605,8605,90,Alturas,Northeast Plateau,7/24/2020,358,206,185.4744, ,0, ,330, ,179, ,1, ,30.8, ,8.6, ,19.9, ,80, ,17, ,42, ,6.6, ,1.8, ,156, ,20.4, ,181.504, ,41.438214,-120.480308,4405,0,0,0,0,24,7,2020,206,0.969640262,0.341319323,1.889525451,459.7902438,357.1893751,4.441691099,1.117403609,2.779547354,1.779547354,303.96,281.76,75.49523987,178.6047601,19.7,0.142405849,86.40394875,0.057458626,176.4755951,160.3451376,175.1509564,144.7971689,166.7730754,0.058177974,-0.038543019,-0.131771309,0.112136354
8606,8606,90,Alturas,Northeast Plateau,7/25/2020,359,207,188.594, ,0, ,343, ,174, ,0.8, ,32.5, ,6.3, ,20.8, ,79, ,14, ,34, ,4.5, ,1.7, ,150.7, ,20.5, ,192.848, ,41.438214,-120.480308,4405,0,0,0,0,25,7,2020,207,0.969867279,0.33739176,1.885425077,458.3390891,356.0620414,4.89077893,0.954709881,2.922744405,2.122744405,305.66,279.46,85.82301792,178.2869821,19.4,0.14010345,86.40394875,0.057458626,186.64001,159.3072086,181.7910338,148.9192316,170.8651126,0.092323689,-0.06764344,-0.1284398,0.103759551
8607,8607,90,Alturas,Northeast Plateau,7/26/2020,360,208,173.2796, ,0, ,263, ,138, ,0.8, ,33.8, ,8.7, ,21.7, ,65, ,16, ,32, ,4.5, ,2.2, ,192.4, ,20.6, ,177.5336, ,41.438214,-120.480308,4405,0,0,0,0,26,7,2020,208,0.970103216,0.333364322,1.8812378,456.8493531,354.9047357,5.260311493,1.124999495,3.192655494,2.392655494,306.96,281.86,60.1610863,142.3489137,21.25,0.154818275,86.40394875,0.057458626,189.0952657,130.8109766,139.1849678,121.5106991,153.6741353,0.230495068,-0.148776882,-0.209296354,0.127578168
8608,8608,90,Alturas,Northeast Plateau,7/27/2020,361,209,150.308, ,0, ,216, ,118, ,1.1, ,33.7, ,11, ,21.2, ,73, ,14, ,43, ,7.9, ,2.6, ,222.5, ,20.6, ,157.1144, ,41.438214,-120.480308,4405,0,0,0,0,27,7,2020,209,0.970348003,0.329238201,1.876965817,455.3212206,353.7176016,5.231050301,1.312714139,3.27188222,2.17188222,306.86,284.16,39.97561222,126.3443878,22.35,0.164171509,86.40394875,0.057458626,179.045948,117.9221746,114.1370599,104.5465051,137.9556569,0.29785144,-0.145216824,-0.24217312,0.089538503
8614,8614,90,Alturas,Northeast Plateau,8/2/2020,362,215,197.6692, ,0, ,345, ,171, ,0.8, ,32.7, ,7.9, ,20.7, ,71, ,13, ,32, ,3.6, ,2.1, ,177.3, ,21, ,208.1624, ,41.438214,-120.480308,4405,0,0,0,0,2,8,2020,215,0.971998338,0.30247953,1.849677484,445.3574707,345.9772337,4.946118775,1.06548433,3.005801553,2.205801553,305.86,281.06,90.94387371,174.7061263,20.3,0.147106822,86.40394875,0.057458626,198.9302278,158.2993791,180.4375527,149.7560033,176.1637025,0.129235052,-0.101407516,-0.149904316,0.12207678
8615,8615,90,Alturas,Northeast Plateau,8/3/2020,363,216,179.8024, ,0, ,343, ,173, ,0.9, ,31.6, ,8, ,20.5, ,79, ,17, ,38, ,5.5, ,1.6, ,135.9, ,21.1, ,182.6384, ,41.438214,-120.480308,4405,0,0,0,0,3,8,2020,216,0.972302902,0.297698418,1.844873516,443.5664373,344.5858643,4.64834968,1.072768826,2.860559253,1.960559253,304.76,281.16,86.83712049,177.2728795,19.8,0.143180395,86.40394875,0.057458626,177.1783704,159.3973148,179.0494615,147.7736132,166.0379246,0.067095791,-0.039994536,-0.110000841,0.082899587
8617,8617,90,Alturas,Northeast Plateau,8/5/2020,364,218,185.4744, ,0, ,310, ,166, ,1, ,30.3, ,9.4, ,20.3, ,76, ,21, ,43, ,7.3, ,2.3, ,196.6, ,21.1, ,184.0564, ,41.438214,-120.480308,4405,0,0,0,0,5,8,2020,218,0.972936536,0.287873259,1.8350653,439.8748229,341.718023,4.316625383,1.179454917,2.74804015,1.74804015,303.46,282.56,73.67702686,165.0229731,19.85,0.143569004,86.40394875,0.057458626,178.1589025,148.4977548,161.1779455,135.1093365,161.8100984,0.101036983,-0.082271402,-0.165012952,0.146247371
8618,8618,90,Alturas,Northeast Plateau,8/6/2020,365,219,174.9812, ,0, ,330, ,171, ,1, ,28, ,6.7, ,18, ,81, ,25, ,50, ,7.3, ,2, ,173.8, ,21, ,174.6976, ,41.438214,-120.480308,4405,0,0,0,0,6,8,2020,219,0.973265417,0.282832121,1.830065184,437.9747915,340.2419781,3.779930364,0.981406539,2.380668451,1.380668451,301.16,279.86,78.11948391,175.9805161,17.35,0.125197947,86.40394875,0.057458626,162.2434421,151.9837076,171.2185175,137.3579826,156.6415831,0.035762273,-0.029735881,-0.123106522,0.11708013
8619,8619,90,Alturas,Northeast Plateau,8/7/2020,366,220,170.4436, ,0, ,337, ,169, ,0.9, ,28.6, ,8.2, ,17.7, ,80, ,21, ,45, ,5.4, ,2, ,173.4, ,20.4, ,171.2944, ,41.438214,-120.480308,4405,0,0,0,0,7,8,2020,220,0.973602212,0.277707259,1.825003778,436.0389965,338.7381502,3.914009299,1.087469457,2.500739378,1.600739378,301.76,281.36,84.92619317,174.5638068,18.4,0.132654993,86.40394875,0.057458626,171.315163,153.4741093,174.4746681,141.7426506,159.2438807,0.075803743,-0.036232296,-0.109902057,0.07033061
8621,8621,90,Alturas,Northeast Plateau,8/9/2020,367,222,184.0564, ,0, ,334, ,166, ,1, ,31.8, ,7.6, ,20.9, ,83, ,19, ,39, ,6.3, ,1.8, ,159.7, ,20.7, ,190.012, ,41.438214,-120.480308,4405,0,0,0,0,9,8,2020,222,0.974299144,0.267212454,1.814705073,432.0613472,335.6481019,4.701300942,1.043891435,2.872596188,1.872596188,304.96,280.76,83.7186744,173.4613256,19.7,0.142405849,86.40394875,0.057458626,176.9306258,155.7275411,172.1457792,142.6559439,164.8426277,0.073330535,-0.055295688,-0.134593121,0.116558275
8623,8623,90,Alturas,Northeast Plateau,8/11/2020,368,224,155.98, ,0, ,234, ,112, ,1, ,32.4, ,8.3, ,20.9, ,75, ,24, ,40, ,6.6, ,2.8, ,243.4, ,20.9, ,170.7272, ,41.438214,-120.480308,4405,0,0,0,0,11,8,2020,224,0.975026505,0.256401271,1.804184857,427.944467,332.4498916,4.863311198,1.094886043,2.979098621,1.979098621,305.56,281.46,51.0288492,129.1511508,20.35,0.147504425,86.40394875,0.057458626,180.0373753,117.111164,120.0320089,106.3826547,139.8777985,0.287104725,-0.162760887,-0.239460044,0.115116206
8624,8624,90,Alturas,Northeast Plateau,8/12/2020,369,225,197.102, ,0, ,320, ,150, ,0.8, ,30.1, ,8.3, ,19.6, ,87, ,13, ,37, ,4.4, ,2.9, ,248.1, ,20.8, ,205.3264, ,41.438214,-120.480308,4405,0,0,0,0,12,8,2020,225,0.975401329,0.250881023,1.798846448,425.8346842,330.8109008,4.267463105,1.094886043,2.681174574,1.881174574,303.26,281.46,85.76140094,160.6385991,19.2,0.13858609,86.40394875,0.057458626,196.42834,143.0819841,163.7388141,135.7487051,168.0902573,0.16858849,-0.148778838,-0.19240587,0.172596218
8626,8626,90,Alturas,Northeast Plateau,8/14/2020,370,227,180.9368, ,0, ,312, ,159, ,0.8, ,33.4, ,4.7, ,20.8, ,67, ,17, ,33, ,4.1, ,1.8, ,154.9, ,20.5, ,184.0564, ,41.438214,-120.480308,4405,0,0,0,0,14,8,2020,227,0.976172709,0.239619385,1.788022285,421.5142954,327.4545944,5.144112522,0.854211366,2.999161944,2.199161944,306.56,277.86,84.34086079,155.8991392,19.05,0.137457221,86.40394875,0.057458626,179.5098562,138.5270777,158.8192739,132.0014426,157.7437941,0.137983635,-0.121822329,-0.163190899,0.147029593
8628,8628,90,Alturas,Northeast Plateau,8/16/2020,371,229,139.8148, ,0, ,198, ,97, ,1.1, ,32.1, ,9.9, ,21.6, ,81, ,24, ,42, ,8.2, ,2.5, ,219.9, ,21.1, ,152.0096, ,41.438214,-120.480308,4405,0,0,0,0,16,8,2020,229,0.9769723,0.228074038,1.77701362,417.0621322,323.9959185,4.78171017,1.219758202,3.000734186,1.900734186,305.26,283.06,39.28973788,113.1702621,21,0.15275656,86.40394875,0.057458626,158.2155514,103.6188219,100.2375652,92.83938873,123.6221405,0.279831839,-0.161810162,-0.249006785,0.130985108
8631,8631,90,Alturas,Northeast Plateau,8/19/2020,372,232,110.3204, ,0, ,181, ,88, ,1, ,27.5, ,9.5, ,19.1, ,91, ,20, ,45, ,6.9, ,1.8, ,155.3, ,20.2, ,117.694, ,41.438214,-120.480308,4405,0,0,0,0,19,8,2020,232,0.978222504,0.210254054,1.760184905,410.1443312,318.6218049,3.671270209,1.187420537,2.429345373,1.429345373,300.66,282.66,34.40758244,104.9624176,18.5,0.133384409,86.40394875,0.057458626,119.2024929,92.43429315,90.82611317,83.480375,101.3593903,0.176037983,-0.088053974,-0.176392293,0.088408284
8632,8632,90,Alturas,Northeast Plateau,8/20/2020,373,233,149.1736, ,0, ,244, ,136, ,0.7, ,29.7, ,2.8, ,16.7, ,84, ,19, ,39, ,2.6, ,1.8, ,154, ,19, ,144.9196, ,41.438214,-120.480308,4405,0,0,0,0,20,8,2020,233,0.978652299,0.204187217,1.754497782,407.7763651,316.7822436,4.170597197,0.747077546,2.458837372,1.758837372,302.86,275.96,61.95142537,125.9285746,16.25,0.117770144,86.40394875,0.057458626,146.7655983,106.6411024,122.0596085,102.035488,126.1539472,0.163384908,-0.154674865,-0.191182755,0.182472712
8633,8633,90,Alturas,Northeast Plateau,8/21/2020,374,234,152.8604, ,0, ,240, ,134, ,0.8, ,29, ,5.5, ,18.1, ,80, ,19, ,40, ,4.2, ,2, ,174, ,18.9, ,150.0244, ,41.438214,-120.480308,4405,0,0,0,0,21,8,2020,234,0.979088412,0.198059935,1.748774551,405.3782022,314.9192239,4.0056776,0.903229187,2.454453394,1.654453394,302.16,278.66,59.38333713,125.4166629,17.25,0.124506676,86.40394875,0.057458626,146.2655944,108.1259266,119.6756301,101.886023,127.284486,0.149123503,-0.150517632,-0.199540917,0.200935046
8634,8634,90,Alturas,Northeast Plateau,8/22/2020,375,235,167.6076, ,0, ,279, ,149, ,0.9, ,32, ,5.8, ,19.4, ,86, ,19, ,40, ,5.4, ,1.9, ,161.7, ,19.1, ,167.324, ,41.438214,-120.480308,4405,0,0,0,0,22,8,2020,235,0.979530716,0.191874024,1.743016764,402.9503603,313.0331479,4.754775396,0.922240257,2.838507827,1.938507827,305.16,278.96,73.81360753,141.0163925,18.9,0.136336149,86.40394875,0.057458626,163.3749572,124.9997384,138.6667724,117.5531654,143.3838652,0.139423581,-0.128216148,-0.180150673,0.16894324
8635,8635,90,Alturas,Northeast Plateau,8/23/2020,376,236,152.8604, ,0, ,244, ,126, ,0.8, ,32.2, ,6.1, ,19.6, ,78, ,12, ,34, ,3.2, ,1.8, ,156.1, ,19.1, ,154.562, ,41.438214,-120.480308,4405,0,0,0,0,23,8,2020,236,0.97997908,0.185631314,1.737225939,400.4933745,311.1244314,4.808777365,0.941603121,2.875190243,2.075190243,305.36,279.26,63.77262601,124.107374,19.15,0.138208931,86.40394875,0.057458626,155.5206941,110.4550094,120.8626616,105.3708174,131.0517302,0.186712254,-0.157164814,-0.195960121,0.166412681
8636,8636,90,Alturas,Northeast Plateau,8/24/2020,377,237,133.0084, ,3.3, ,218, ,120, ,1.2, ,30.6, ,11.5,Y,20.7, ,77, ,26, ,49, ,9.7, ,1.8, ,153.1, ,19.3, ,128.4708, ,41.438214,-120.480308,4405,0,0,3.3,3.3,24,8,2020,237,0.98043337,0.179333653,1.731403564,398.0077981,309.1935042,4.391291947,1.35698578,2.874138864,1.674138864,303.76,284.66,48.02360626,119.8363937,21.05,0.153167036,86.40394875,0.057458626,135.8047562,109.8027713,107.6099242,98.25396474,119.217473,0.139134665,-0.078970822,-0.175842582,0.115678739
8637,8637,90,Alturas,Northeast Plateau,8/25/2020,378,238,105.7828, ,0.9, ,146, ,85, ,1.2, ,28.4, ,10.1, ,19.9, ,90, ,32, ,50, ,9.3, ,3.2,Y,280,Y,19.5, ,113.1564, ,41.438214,-120.480308,4405,3.3,0,4.2,4.2,25,8,2020,238,0.980893452,0.172982906,1.72555109,395.494202,307.2408099,3.868863717,1.236215522,2.552539619,1.352539619,301.56,283.26,22.68763642,89.73236358,19.25,0.138964119,86.40394875,0.057458626,132.0225437,79.98905304,71.8125779,70.80558074,97.14999437,0.358955753,-0.176643771,-0.27117257,0.088860588
8638,8638,90,Alturas,Northeast Plateau,8/26/2020,379,239,143.5016, ,0, ,260, ,141, ,1.2, ,29.3, ,7.1, ,18.7, ,96, ,30, ,57, ,10, ,1.6, ,142.4, ,18.9, ,141.5164, ,41.438214,-120.480308,4405,0.9,3.3,0.9,4.2,26,8,2020,239,0.98135919,0.166580952,1.719669943,392.9531757,305.2668063,4.075649206,1.008758648,2.542203927,1.342203927,302.46,280.26,61.53018188,138.6698181,18.2,0.131206296,86.40394875,0.057458626,131.8871656,121.5111151,127.4177914,108.6122141,126.3780237,0.043592563,-0.03851072,-0.140576732,0.135494889
8639,8639,90,Alturas,Northeast Plateau,8/27/2020,380,240,145.7704, ,0, ,280, ,140, ,1.1, ,30.8, ,8.5, ,19.3, ,88, ,20, ,47, ,7.7, ,1.6, ,135.6, ,19.3, ,147.472, ,41.438214,-120.480308,4405,0,0.9,0,0.9,27,8,2020,240,0.981830446,0.160129686,1.713761515,390.3853269,303.2719655,4.441691099,1.109852891,2.775771995,1.675771995,303.96,281.66,72.80437586,142.7956241,19.65,0.142019907,86.40394875,0.057458626,146.1013923,128.0968654,136.7035921,117.3269211,134.3238947,0.08767984,-0.046358314,-0.12653723,0.085215704
8640,8640,90,Alturas,Northeast Plateau,8/28/2020,381,241,154.562, ,0, ,295, ,142, ,0.8, ,32.1, ,6.5, ,19.5, ,76, ,11, ,34, ,3.3, ,1.5, ,128.6, ,19.4, ,157.6816, ,41.438214,-120.480308,4405,0,0,0,0,28,8,2020,241,0.98230708,0.153631019,1.707827168,387.7912815,301.2567739,4.78171017,0.967977127,2.874843649,2.074843649,305.26,279.66,87.59667357,139.5533264,19.3,0.139343021,86.40394875,0.057458626,155.041611,124.4993924,143.4709656,121.5828785,138.9214705,0.116037791,-0.103814609,-0.124808584,0.112585401
8641,8641,90,Alturas,Northeast Plateau,8/29/2020,382,242,163.9208, ,0, ,277, ,139, ,0.8, ,32.6, ,5.3, ,18.9, ,75, ,13, ,35, ,2.9, ,1.9, ,163.6, ,19.2, ,168.4584, ,41.438214,-120.480308,4405,0,0,0,0,29,8,2020,242,0.982788952,0.147086874,1.701868237,385.1716843,299.2217323,4.918381272,0.890747869,2.90456457,2.10456457,305.76,278.46,80.82890755,132.4610925,18.95,0.136708976,86.40394875,0.057458626,165.1222776,117.5111674,134.1824196,114.4747784,140.2572559,0.177281536,-0.162174059,-0.183822771,0.168715294
8643,8643,90,Alturas,Northeast Plateau,8/31/2020,383,244,158.5324, ,0, ,286, ,137, ,0.7, ,28.2, ,3.5, ,16.9, ,65, ,21, ,34, ,0.9, ,2.2, ,190.6, ,18.5, ,161.9356, ,41.438214,-120.480308,4405,0,0,0,0,31,8,2020,244,0.983767837,0.133869911,1.689881816,379.858506,295.0941744,3.824172018,0.785081093,2.304626555,1.604626555,301.36,276.66,85.42614464,134.7938554,15.85,0.11516354,86.40394875,0.057458626,155.1140492,113.3076115,137.399688,111.6651368,134.6547994,0.151938512,-0.158532692,-0.170730361,0.177324542
8648,8648,90,Alturas,Northeast Plateau,9/5/2020,384,249,166.1896, ,0, ,260, ,129, ,0.8, ,35.4, ,6.8, ,21.3, ,77, ,11, ,31, ,3.5, ,1.9, ,165.1, ,19.4, ,171.578, ,41.438214,-120.480308,4405,0,0,0,0,5,9,2020,249,0.98629654,0.100168747,1.659573736,366.1771017,284.465736,5.748186889,0.988182586,3.368184737,2.568184737,308.56,279.96,81.85497492,118.3450251,21.1,0.153578443,86.40394875,0.057458626,171.2751579,108.5155723,122.0957169,108.8529688,138.7083248,0.234786435,-0.217670803,-0.215238386,0.198122754
8649,8649,90,Alturas,Northeast Plateau,9/6/2020,385,250,130.456, ,0, ,212, ,110, ,0.8, ,35.4, ,7.1, ,20, ,66, ,11, ,35, ,4, ,1.4, ,119.4, ,19, ,126.7692, ,41.438214,-120.480308,4405,0,0,0,0,6,9,2020,250,0.986815055,0.093331527,1.653462981,363.3785218,282.2916512,5.748186889,1.008758648,3.378472768,2.578472768,308.56,280.26,61.58360497,101.656395,21.25,0.154818275,86.40394875,0.057458626,140.7430679,93.41674595,99.06449539,92.24994439,114.2164396,0.232248776,-0.182107704,-0.19232341,0.142182338
